year,race,education_buckets,sex,age,assets,debt,networth
2007,White,All,Male,>=75,358275.36,30860.27,310269.13
2007,White,All,Male,All,389333.14,118503.43,250585.37
2007,White,Bachelor's degree or higher,All,35-44,547214.27,217503.17,338228.53
2007,White,Bachelor's degree or higher,All,45-54,837239.06,196271.3,642374.99
2007,White,Bachelor's degree or higher,All,55-64,994688.15,184667.84,807613.21
2007,White,Bachelor's degree or higher,All,65-74,1294526.51,137019.59,1128621.71
2007,White,Bachelor's degree or higher,All,<35,300825.89,145660.46,87519.72
2007,White,Bachelor's degree or higher,All,>=75,962963.79,37032.32,911859.19
2007,White,Bachelor's degree or higher,All,All,693121.61,184667.84,472779.3
2007,White,Bachelor's degree or higher,Female,35-44,419699.64,201208.95,173805.03
2007,White,Bachelor's degree or higher,Female,45-54,551781.59,135155.63,295271.04
2007,White,Bachelor's degree or higher,Female,55-64,427846.75,59449.22,404109.03
2007,White,Bachelor's degree or higher,Female,65-74,625278.4,92580.8,560348.4
2007,White,Bachelor's degree or higher,Female,<35,22836.6,48142.02,1728.17
2007,White,Bachelor's degree or higher,Female,>=75,693738.82,51845.25,693738.82
2007,White,Bachelor's degree or higher,Female,All,401368.64,111096.96,266879.6
2007,White,Bachelor's degree or higher,Male,35-44,596467.25,233920.83,357065.64
2007,White,Bachelor's degree or higher,Male,45-54,901243.26,211454.55,732215.4
2007,White,Bachelor's degree or higher,Male,55-64,1133189.03,196147.86,959754.33
2007,White,Bachelor's degree or higher,Male,65-74,1413894.03,239475.68,1297365.65
2007,White,Bachelor's degree or higher,Male,<35,315391.94,163559.42,103888.01
2007,White,Bachelor's degree or higher,Male,>=75,962963.79,37032.32,911982.63
2007,White,Bachelor's degree or higher,Male,All,756088.9,198740.12,528944.99
2007,White,High school diploma,All,35-44,215651.55,97518.45,84680.57
2007,White,High school diploma,All,45-54,305763.53,107332.01,178989.55
2007,White,High school diploma,All,55-64,354399.31,49129.55,258238.72
2007,White,High school diploma,All,65-74,250955.7,28391.45,193308.72
2007,White,High school diploma,All,<35,100518.06,59251.71,17775.51
2007,White,High school diploma,All,>=75,278976.82,5233.9,278853.38
2007,White,High school diploma,All,All,253424.52,65794.09,165411.03
2007,White,High school diploma,Female,35-44,53079.66,30860.27,26724.99
2007,White,High school diploma,Female,45-54,173082.9,101011.83,83693.05
2007,White,High school diploma,Female,55-64,241944.5,20775.13,147388.64
2007,White,High school diploma,Female,65-74,212442.08,37032.32,174051.91
2007,White,High school diploma,Female,<35,16664.54,13084.75,5678.29
2007,White,High school diploma,Female,>=75,270459.39,864.09,270459.39
2007,White,High school diploma,Female,All,178002.02,26539.83,114429.87
2007,White,High school diploma,Male,35-44,265521.74,123441.07,96777.8
2007,White,High school diploma,Male,45-54,373532.68,119737.84,224539.31
2007,White,High school diploma,Male,55-64,423588.03,66781.62,319342.05
2007,White,High school diploma,Male,65-74,277125.2,28391.45,246943.86
2007,White,High school diploma,Male,<35,154918.54,89247.89,29021
2007,White,High school diploma,Male,>=75,300146.96,17281.75,294900.72
2007,White,High school diploma,Male,All,284037.9,85174.34,177076.22
2007,White,No high school diploma,All,35-44,33625.35,17405.19,10986.26
2007,White,No high school diploma,All,45-54,107023.41,33946.29,63572.15
2007,White,No high school diploma,All,55-64,158621.78,31477.47,78446.8
2007,White,No high school diploma,All,65-74,209553.56,15232.63,148104.6
2007,White,No high school diploma,All,<35,17405.19,13578.52,6912.7
2007,White,No high school diploma,All,>=75,187630.43,16047.34,180964.61
2007,White,No high school diploma,All,All,136525.82,21231.86,79107.21
2007,White,No high school diploma,Female,35-44,31613.26,15183.25,728.3
2007,White,No high school diploma,Female,45-54,14726.52,4690.76,3801.98
2007,White,No high school diploma,Female,55-64,125107.53,4937.64,67843.21
2007,White,No high school diploma,Female,65-74,32304.53,9381.52,32304.53
2007,White,No high school diploma,Female,<35,7307.71,4690.76,5690.63
2007,White,No high school diploma,Female,>=75,168497.06,6233.77,162263.29
2007,White,No high school diploma,Female,All,86161.87,9690.12,68731.99
2007,White,No high school diploma,Male,35-44,35125.16,18787.73,12640.37
2007,White,No high school diploma,Male,45-54,139031.68,36044.79,73694.32
2007,White,No high school diploma,Male,55-64,158745.22,31477.47,79656.52
2007,White,No high school diploma,Male,65-74,232192.65,22219.39,205776.27
2007,White,No high school diploma,Male,<35,18639.6,13578.52,8393.99
2007,White,No high school diploma,Male,>=75,228551.14,27157.04,228551.14
2007,White,No high school diploma,Male,All,148500.84,24688.21,86803.76
2007,White,Some college or Associate degree,All,35-44,306281.98,137130.69,126786.32
2007,White,Some college or Associate degree,All,45-54,335760.95,92580.8,205159.06
2007,White,Some college or Associate degree,All,55-64,444066.91,77767.87,354584.48
2007,White,Some college or Associate degree,All,65-74,500800.42,74373.25,446239.47
2007,White,Some college or Associate degree,All,<35,40118.35,40426.95,17898.96
2007,White,Some college or Associate degree,All,>=75,278976.82,61720.54,256757.43
2007,White,Some college or Associate degree,All,All,292185.01,88754.13,166645.45
2007,White,Some college or Associate degree,Female,35-44,100234.15,59992.36,59535.63
2007,White,Some college or Associate degree,Female,45-54,192568.07,65053.44,87643.16
2007,White,Some college or Associate degree,Female,55-64,190469.57,56782.89,132884.31
2007,White,Some college or Associate degree,Female,65-74,330575.19,9628.4,316379.46
2007,White,Some college or Associate degree,Female,<35,10245.61,29625.86,4937.64
2007,White,Some college or Associate degree,Female,>=75,266632.71,1604.73,261695.07
2007,White,Some college or Associate degree,Female,All,158992.1,40365.23,77360.52
2007,White,Some college or Associate degree,Male,35-44,364027.72,160473.39,160967.16
2007,White,Some college or Associate degree,Male,45-54,386642.12,103567.06,262188.83
2007,White,Some college or Associate degree,Male,55-64,544004.8,77780.22,444918.65
2007,White,Some college or Associate degree,Male,65-74,634363.66,118503.43,550485.46
2007,White,Some college or Associate degree,Male,<35,57844.49,43945.02,26046.07
2007,White,Some college or Associate degree,Male,>=75,417230.82,61819.29,256757.43
2007,White,Some college or Associate degree,Male,All,359028.35,108504.7,203554.33
2010,All,All,All,35-44,184255.71,127250.86,49911.79
2010,All,All,All,45-54,290320.47,108398.88,138031.83
2010,All,All,All,55-64,333797.85,90725.15,210553.04
2010,All,All,All,65-74,328142.26,52549.89,243508.65
2010,All,All,All,<35,42204.87,47047.47,10957.71
2010,All,All,All,>=75,279834.06,35347.46,255562.14
2010,All,All,All,All,219625.55,83184.36,90725.15
2010,All,All,Female,35-44,77917.58,69752.32,15435.06
2010,All,All,Female,45-54,126803.12,37703.96,39883.72
2010,All,All,Female,55-64,175441.23,63743.25,87367.14
2010,All,All,Female,65-74,168324.61,32990.96,121830.91
2010,All,All,Female,<35,13078.56,19558.93,2497.89
2010,All,All,Female,>=75,184254.53,21208.48,147811.3
2010,All,All,Female,All,107468.06,35347.46,35359.24
2010,All,All,Male,35-44,232704.11,144806.76,67678.6
2010,All,All,Male,45-54,329556.15,124222.76,172259.96
2010,All,All,Male,55-64,413706.67,104746.31,282661.86
2010,All,All,Male,65-74,414943.84,60090.68,348879.43
2010,All,All,Male,<35,73946.89,69516.67,15906.36
2010,All,All,Male,>=75,331500.26,49663.18,315770.65
2010,All,All,Male,All,266049.73,100799.17,122066.56
2010,All,Bachelor's degree or higher,All,35-44,416510.91,223926.16,169196.51
2010,All,Bachelor's degree or higher,All,45-54,666900.53,188519.79,473997.66
2010,All,Bachelor's degree or higher,All,55-64,848103.4,151994.08,732163.73
2010,All,Bachelor's degree or higher,All,65-74,895292.26,94259.89,775758.93
2010,All,Bachelor's degree or higher,All,<35,202540.95,156707.07,34051.39
2010,All,Bachelor's degree or higher,All,>=75,631776.94,94259.89,610038.25
2010,All,Bachelor's degree or higher,All,All,467234.51,169667.81,292123.19
2010,All,Bachelor's degree or higher,Female,35-44,158474.45,127368.68,30045.34
2010,All,Bachelor's degree or higher,Female,45-54,348172.48,104864.13,177679.9
2010,All,Bachelor's degree or higher,Female,55-64,302809.91,79531.79,194647.86
2010,All,Bachelor's degree or higher,Female,65-74,276888.44,48308.2,191111.94
2010,All,Bachelor's degree or higher,Female,<35,51689.77,67713.95,6386.11
2010,All,Bachelor's degree or higher,Female,>=75,491329.7,103685.88,490151.45
2010,All,Bachelor's degree or higher,Female,All,233881.18,100151.14,113701
2010,All,Bachelor's degree or higher,Male,35-44,504414.15,260392.96,249906.54
2010,All,Bachelor's degree or higher,Male,45-54,832314.86,220332.5,598196.85
2010,All,Bachelor's degree or higher,Male,55-64,1264496.48,184985.04,1063369.43
2010,All,Bachelor's degree or higher,Male,65-74,1088466.13,106042.38,942858.16
2010,All,Bachelor's degree or higher,Male,<35,245488.11,180272.05,42947.16
2010,All,Bachelor's degree or higher,Male,>=75,766014.81,88792.82,689216.56
2010,All,Bachelor's degree or higher,Male,All,569565.41,196767.53,366081.86
2010,All,High school diploma,All,35-44,133966.87,88368.65,41474.35
2010,All,High school diploma,All,45-54,210317.39,69516.67,94248.11
2010,All,High school diploma,All,55-64,230701.09,69516.67,121477.44
2010,All,High school diploma,All,65-74,230229.79,33462.26,192290.18
2010,All,High school diploma,All,<35,29149.87,22151.08,10427.5
2010,All,High school diploma,All,>=75,256104.13,31836.28,232727.68
2010,All,High school diploma,All,All,169196.51,53021.19,70518.18
2010,All,High school diploma,Female,35-44,22858.02,30634.47,15458.62
2010,All,High school diploma,Female,45-54,84916.38,22045.03,28513.62
2010,All,High school diploma,Female,55-64,107915.8,60090.68,51489.47
2010,All,High school diploma,Female,65-74,136087.72,15906.36,94259.89
2010,All,High school diploma,Female,<35,7841.24,6786.71,3299.1
2010,All,High school diploma,Female,>=75,175087.75,27217.54,142191.05
2010,All,High school diploma,Female,All,94118.5,20030.23,37727.52
2010,All,High school diploma,Male,35-44,169738.5,100151.14,47789.77
2010,All,High school diploma,Male,45-54,243956.39,80651.12,108398.88
2010,All,High school diploma,Male,55-64,284782.7,76586.16,178504.67
2010,All,High school diploma,Male,65-74,316124.12,35347.46,250024.37
2010,All,High school diploma,Male,<35,40437.49,34451.99,14374.63
2010,All,High school diploma,Male,>=75,306344.66,40060.45,286561.86
2010,All,High school diploma,Male,All,194599.55,65274.98,81534.81
2010,All,No high school diploma,All,35-44,28277.97,31341.41,11782.49
2010,All,No high school diploma,All,45-54,44308.04,36172.23,17438.08
2010,All,No high school diploma,All,55-64,93081.65,26628.42,48897.32
2010,All,No high school diploma,All,65-74,122514.3,18616.33,68809.72
2010,All,No high school diploma,All,<35,9649.86,8601.22,4123.87
2010,All,No high school diploma,All,>=75,138939.08,15317.23,123833.94
2010,All,No high school diploma,All,All,58323.31,20972.83,20383.7
2010,All,No high school diploma,Female,35-44,7069.49,2945.62,4948.64
2010,All,No high school diploma,Female,45-54,11782.49,6303.63,4972.21
2010,All,No high school diploma,Female,55-64,27453.19,9425.99,10663.15
2010,All,No high school diploma,Female,65-74,77835.11,4123.87,11205.14
2010,All,No high school diploma,Female,<35,6162.24,2898.49,3251.97
2010,All,No high school diploma,Female,>=75,64544.46,6126.89,54329.05
2010,All,No high school diploma,Female,All,13314.21,5655.59,7493.66
2010,All,No high school diploma,Male,35-44,43830.85,47813.33,15847.44
2010,All,No high school diploma,Male,45-54,77340.24,56438.11,25450.17
2010,All,No high school diploma,Male,55-64,127451.16,35347.46,70930.57
2010,All,No high school diploma,Male,65-74,145160.24,21738.69,70341.45
2010,All,No high school diploma,Male,<35,10957.71,11311.19,5537.77
2010,All,No high school diploma,Male,>=75,208314.37,24978.87,151522.78
2010,All,No high school diploma,Male,All,87272.88,29456.22,30634.47
2010,All,Some college or Associate degree,All,35-44,164247.87,107809.75,38057.43
2010,All,Some college or Associate degree,All,45-54,283133.16,114902.81,126979.86
2010,All,Some college or Associate degree,All,55-64,272552.48,75407.92,180095.31
2010,All,Some college or Associate degree,All,65-74,395314.21,64803.68,342870.36
2010,All,Some college or Associate degree,All,<35,30227.97,31965.89,9581.52
2010,All,Some college or Associate degree,All,>=75,255562.14,34169.21,213263.01
2010,All,Some college or Associate degree,All,All,190734.9,70694.92,67160.17
2010,All,Some college or Associate degree,Female,35-44,117000.09,67160.17,11053.15
2010,All,Some college or Associate degree,Female,45-54,146986.52,30634.47,25803.65
2010,All,Some college or Associate degree,Female,55-64,180036.4,58912.43,86129.98
2010,All,Some college or Associate degree,Female,65-74,272057.62,57298.23,221051.23
2010,All,Some college or Associate degree,Female,<35,11971.01,17084.61,1708.46
2010,All,Some college or Associate degree,Female,>=75,199124.03,9425.99,199124.03
2010,All,Some college or Associate degree,Female,All,92256.87,30634.47,22716.63
2010,All,Some college or Associate degree,Male,35-44,200832.49,141389.84,44537.8
2010,All,Some college or Associate degree,Male,45-54,327022.92,135262.95,158474.45
2010,All,Some college or Associate degree,Male,55-64,333479.72,83502.48,211259.99
2010,All,Some college or Associate degree,Male,65-74,489915.8,80120.91,461437.53
2010,All,Some college or Associate degree,Male,<35,66052.62,48190.37,14492.46
2010,All,Some college or Associate degree,Male,>=75,304930.76,56909.41,283486.63
2010,All,Some college or Associate degree,Male,All,235773.45,87873.79,95791.62
2010,Black,All,All,35-44,96027.27,75643.56,12489.44
2010,Black,All,All,45-54,101800.69,44773.45,41073.75
2010,Black,All,All,55-64,87803.09,73640.54,26039.3
2010,Black,All,All,65-74,143451.78,16731.13,90583.76
2010,Black,All,All,<35,14044.72,14374.63,2356.5
2010,Black,All,All,>=75,197003.18,49663.18,134791.65
2010,Black,All,All,All,73169.24,36643.53,18734.15
2010,Black,All,Female,35-44,66311.84,82477.41,7540.79
2010,Black,All,Female,45-54,50311.22,22386.72,24012.71
2010,Black,All,Female,55-64,57027.24,70694.92,18145.03
2010,Black,All,Female,65-74,110366.55,3534.75,74229.67
2010,Black,All,Female,<35,7307.5,14374.63,117.82
2010,Black,All,Female,>=75,64544.46,6951.67,54329.05
2010,Black,All,Female,All,39141.42,23564.97,9897.29
2010,Black,All,Male,35-44,107845.1,64037.82,17520.56
2010,Black,All,Male,45-54,160713.12,62447.18,52962.28
2010,Black,All,Male,55-64,125094.66,74818.79,27571.02
2010,Black,All,Male,65-74,209575.09,57734.19,121501
2010,Black,All,Male,<35,17555.91,15317.23,4606.95
2010,Black,All,Male,>=75,283616.24,57027.24,213227.66
2010,Black,All,Male,All,96498.57,49663.18,32992.14
2010,Black,Bachelor's degree or higher,All,35-44,199182.94,128429.11,81723.33
2010,Black,Bachelor's degree or higher,All,45-54,328507.51,115468.37,187105.89
2010,Black,Bachelor's degree or higher,All,55-64,195236.98,109577.13,57262.89
2010,Black,Bachelor's degree or higher,All,65-74,308701.15,77646.59,303634.68
2010,Black,Bachelor's degree or higher,All,<35,33344.44,43595.2,7246.23
2010,Black,Bachelor's degree or higher,All,>=75,285136.18,54081.61,230324.05
2010,Black,Bachelor's degree or higher,All,All,223384.17,101329.39,98230.59
2010,Black,Bachelor's degree or higher,Female,35-44,153537.58,126308.26,31471.02
2010,Black,Bachelor's degree or higher,Female,45-54,228344.59,68691.9,99916.67
2010,Black,Bachelor's degree or higher,Female,55-64,195236.98,83066.53,29220.57
2010,Black,Bachelor's degree or higher,Female,65-74,149755.41,70765.62,121277.14
2010,Black,Bachelor's degree or higher,Female,<35,49957.74,42664.38,235.65
2010,Black,Bachelor's degree or higher,Female,>=75,208726.75,103685.88,105040.87
2010,Black,Bachelor's degree or higher,Female,All,153537.58,90725.15,78707.01
2010,Black,Bachelor's degree or higher,Male,35-44,385522.97,132494.06,154468.4
2010,Black,Bachelor's degree or higher,Male,45-54,380809.97,131728.2,213380.84
2010,Black,Bachelor's degree or higher,Male,55-64,262395.98,151404.95,57380.71
2010,Black,Bachelor's degree or higher,Male,65-74,1008463.04,88368.65,550418.87
2010,Black,Bachelor's degree or higher,Male,<35,29691.87,70694.92,8601.22
2010,Black,Bachelor's degree or higher,Male,>=75,443634.19,,418184.02
2010,Black,Bachelor's degree or higher,Male,All,328377.91,109577.13,178386.85
2010,Black,High school diploma,All,35-44,24307.27,25921.47,10144.72
2010,Black,High school diploma,All,45-54,56485.24,36525.71,28372.23
2010,Black,High school diploma,All,55-64,82300.67,45362.57,23329.32
2010,Black,High school diploma,All,65-74,141861.14,3534.75,85976.81
2010,Black,High school diploma,All,<35,17461.65,8848.65,2686.41
2010,Black,High school diploma,All,>=75,385051.67,,293336.79
2010,Black,High school diploma,All,All,46305.17,23564.97,18027.2
2010,Black,High school diploma,Female,35-44,22457.42,11782.49,7894.27
2010,Black,High school diploma,Female,45-54,89782.55,36525.71,40296.1
2010,Black,High school diploma,Female,55-64,30516.64,28277.97,10250.76
2010,Black,High school diploma,Female,65-74,82948.71,1025.08,53256.84
2010,Black,High school diploma,Female,<35,4830.82,6244.72,117.82
2010,Black,High school diploma,Female,>=75,,,
2010,Black,High school diploma,Female,All,30398.82,12725.09,9131.43
2010,Black,High school diploma,Male,35-44,28395.79,29574.04,10369.77
2010,Black,High school diploma,Male,45-54,30457.73,36172.23,20807.87
2010,Black,High school diploma,Male,55-64,125224.27,61669.54,54859.26
2010,Black,High school diploma,Male,65-74,260747.61,134791.65,131846.03
2010,Black,High school diploma,Male,<35,28867.09,11051.97,4418.43
2010,Black,High school diploma,Male,>=75,385051.67,,315652.82
2010,Black,High school diploma,Male,All,61539.93,35371.03,21750.47
2010,Black,No high school diploma,All,35-44,2474.32,1178.25,11.78
2010,Black,No high school diploma,All,45-54,11782.49,6256.5,4995.77
2010,Black,No high school diploma,All,55-64,18616.33,16919.65,5254.99
2010,Black,No high school diploma,All,65-74,95261.41,2356.5,74229.67
2010,Black,No high school diploma,All,<35,7246.23,4477.34,589.12
2010,Black,No high school diploma,All,>=75,64544.46,6951.67,53739.92
2010,Black,No high school diploma,All,All,24413.31,5419.94,7470.1
2010,Black,No high school diploma,Female,35-44,2474.32,553.78,1908.76
2010,Black,No high school diploma,Female,45-54,11782.49,6256.5,11311.19
2010,Black,No high school diploma,Female,55-64,15906.36,16931.43,10297.89
2010,Black,No high school diploma,Female,65-74,86082.85,1767.37,74229.67
2010,Black,No high school diploma,Female,<35,7246.23,3770.4,589.12
2010,Black,No high school diploma,Female,>=75,53975.57,6126.89,53739.92
2010,Black,No high school diploma,Female,All,12961.91,3534.75,7659.79
2010,Black,No high school diploma,Male,35-44,907.25,,0
2010,Black,No high school diploma,Male,45-54,14398.2,13019.65,4301.79
2010,Black,No high school diploma,Male,55-64,18616.33,5655.59,3475.83
2010,Black,No high school diploma,Male,65-74,139975.94,5184.29,86554.15
2010,Black,No high school diploma,Male,<35,6126.89,5066.47,1178.25
2010,Black,No high school diploma,Male,>=75,84480.43,78942.66,48426.02
2010,Black,No high school diploma,Male,All,31930.54,9425.99,7163.75
2010,Black,Some college or Associate degree,All,35-44,108198.58,78235.71,9897.29
2010,Black,Some college or Associate degree,All,45-54,149284.11,44066.5,52232.94
2010,Black,Some college or Associate degree,All,55-64,88321.52,97794.64,28395.79
2010,Black,Some college or Associate degree,All,65-74,127487.68,58912.43,39353.51
2010,Black,Some college or Associate degree,All,<35,10015.11,15317.23,1413.9
2010,Black,Some college or Associate degree,All,>=75,195824.93,,195824.93
2010,Black,Some college or Associate degree,All,All,57857.9,41003.05,12966.63
2010,Black,Some college or Associate degree,Female,35-44,34169.21,30398.82,1531.72
2010,Black,Some college or Associate degree,Female,45-54,47129.95,12077.05,19794.58
2010,Black,Some college or Associate degree,Female,55-64,30752.29,97912.46,30634.47
2010,Black,Some college or Associate degree,Female,65-74,127487.68,45126.92,-1354.99
2010,Black,Some college or Associate degree,Female,<35,6811.46,14374.63,0
2010,Black,Some college or Associate degree,Female,>=75,,,
2010,Black,Some college or Associate degree,Female,All,24507.57,18474.94,3652.57
2010,Black,Some college or Associate degree,Male,35-44,147752.38,91196.45,38175.26
2010,Black,Some college or Associate degree,Male,45-54,214559.08,68338.42,59265.91
2010,Black,Some college or Associate degree,Male,55-64,244545.51,97794.64,28277.97
2010,Black,Some college or Associate degree,Male,65-74,156235.77,58912.43,107574.1
2010,Black,Some college or Associate degree,Male,<35,14339.29,20148.05,4123.87
2010,Black,Some college or Associate degree,Male,>=75,,,
2010,Black,Some college or Associate degree,Male,All,129018.23,60090.68,30570.84
2010,Hispanic,All,All,35-44,91632.4,42888.25,22386.72
2010,Hispanic,All,All,45-54,141036.37,84244.78,43524.51
2010,Hispanic,All,All,55-64,164483.52,26628.42,106867.15
2010,Hispanic,All,All,65-74,236945.81,33580.09,150238.49
2010,Hispanic,All,All,<35,18922.67,19558.93,6798.49
2010,Hispanic,All,All,>=75,126897.38,75761.39,12607.26
2010,Hispanic,All,All,All,63389.78,36172.23,19500.02
2010,Hispanic,All,Female,35-44,52078.59,32708.18,17321.43
2010,Hispanic,All,Female,45-54,52785.54,13196.39,17674.91
2010,Hispanic,All,Female,55-64,139504.64,14138.98,104981.96
2010,Hispanic,All,Female,65-74,23588.54,12960.74,2992.75
2010,Hispanic,All,Female,<35,10627.8,11782.49,3299.1
2010,Hispanic,All,Female,>=75,,,
2010,Hispanic,All,Female,All,17792.73,19558.93,6833.84
2010,Hispanic,All,Male,35-44,106867.15,70694.92,23305.76
2010,Hispanic,All,Male,45-54,160477.47,93552.94,53115.45
2010,Hispanic,All,Male,55-64,189344.56,50075.57,110166.25
2010,Hispanic,All,Male,65-74,236945.81,41945.65,202540.95
2010,Hispanic,All,Male,<35,23211.5,25921.47,10839.89
2010,Hispanic,All,Male,>=75,126897.38,75761.39,18969.8
2010,Hispanic,All,Male,All,102154.16,53068.32,25956.82
2010,Hispanic,Bachelor's degree or higher,All,35-44,373504.83,202540.95,72049.91
2010,Hispanic,Bachelor's degree or higher,All,45-54,329202.68,84244.78,224338.55
2010,Hispanic,Bachelor's degree or higher,All,55-64,444788.88,89075.6,250377.84
2010,Hispanic,Bachelor's degree or higher,All,65-74,402254.1,,402254.1
2010,Hispanic,Bachelor's degree or higher,All,<35,108870.18,94259.89,1184.14
2010,Hispanic,Bachelor's degree or higher,All,All,300930.6,104864.13,74936.62
2010,Hispanic,Bachelor's degree or higher,Female,35-44,32826.01,35465.29,17203.61
2010,Hispanic,Bachelor's degree or higher,Female,45-54,89487.99,78235.71,44184.33
2010,Hispanic,Bachelor's degree or higher,Female,55-64,526559.33,34522.69,374565.25
2010,Hispanic,Bachelor's degree or higher,Female,<35,36643.53,60208.51,-5042.9
2010,Hispanic,Bachelor's degree or higher,Female,All,89487.99,60208.51,17673.73
2010,Hispanic,Bachelor's degree or higher,Male,35-44,410148.36,212084.76,115468.37
2010,Hispanic,Bachelor's degree or higher,Male,45-54,377510.88,106454.77,354417.2
2010,Hispanic,Bachelor's degree or higher,Male,55-64,444788.88,89228.77,225976.31
2010,Hispanic,Bachelor's degree or higher,Male,65-74,402254.1,,402254.1
2010,Hispanic,Bachelor's degree or higher,Male,<35,299752.35,213498.66,6680.67
2010,Hispanic,Bachelor's degree or higher,Male,All,373504.83,158769.01,115468.37
2010,Hispanic,High school diploma,All,35-44,117942.69,48308.2,46193.24
2010,Hispanic,High school diploma,All,45-54,174098.02,88368.65,64568.03
2010,Hispanic,High school diploma,All,55-64,189344.56,50193.39,89193.42
2010,Hispanic,High school diploma,All,65-74,123362.64,16024.18,106984.98
2010,Hispanic,High school diploma,All,<35,22092.16,41238.7,17968.29
2010,Hispanic,High school diploma,All,>=75,,,
2010,Hispanic,High school diploma,All,All,109223.65,41238.7,23918.45
2010,Hispanic,High school diploma,Female,35-44,117942.69,48308.2,23506.06
2010,Hispanic,High school diploma,Female,45-54,12972.52,11782.49,12266.75
2010,Hispanic,High school diploma,Female,55-64,,,
2010,Hispanic,High school diploma,Female,65-74,,,
2010,Hispanic,High school diploma,Female,<35,5066.47,,3652.57
2010,Hispanic,High school diploma,Female,>=75,,,
2010,Hispanic,High school diploma,Female,All,21561.95,22386.72,12266.75
2010,Hispanic,High school diploma,Male,35-44,120534.84,35347.46,47377.38
2010,Hispanic,High school diploma,Male,45-54,174098.02,143157.21,66924.52
2010,Hispanic,High school diploma,Male,55-64,189344.56,51135.99,89193.42
2010,Hispanic,High school diploma,Male,65-74,154715.83,16377.66,150238.49
2010,Hispanic,High school diploma,Male,<35,23918.45,47094.6,19853.49
2010,Hispanic,High school diploma,Male,>=75,,,
2010,Hispanic,High school diploma,Male,All,115939.67,50075.57,31070.42
2010,Hispanic,No high school diploma,All,35-44,18734.15,20383.7,11782.49
2010,Hispanic,No high school diploma,All,45-54,73404.89,43595.2,18969.8
2010,Hispanic,No high school diploma,All,55-64,131539.68,12124.18,83891.31
2010,Hispanic,No high school diploma,All,65-74,229511.06,18851.98,105983.47
2010,Hispanic,No high school diploma,All,<35,7540.79,6598.19,5256.17
2010,Hispanic,No high school diploma,All,>=75,126897.38,,0
2010,Hispanic,No high school diploma,All,All,19441.1,18145.03,11429.01
2010,Hispanic,No high school diploma,Female,35-44,10144.72,7882.48,5655.59
2010,Hispanic,No high school diploma,Female,45-54,16295.18,12018.14,15352.58
2010,Hispanic,No high school diploma,Female,55-64,8012.09,9425.99,8012.09
2010,Hispanic,No high school diploma,Female,65-74,,,117.82
2010,Hispanic,No high school diploma,Female,<35,5308.01,5302.12,930.82
2010,Hispanic,No high school diploma,Female,>=75,,,
2010,Hispanic,No high school diploma,Female,All,8012.09,7305.14,4241.7
2010,Hispanic,No high school diploma,Male,35-44,22268.9,20383.7,13549.86
2010,Hispanic,No high school diploma,Male,45-54,83655.66,58912.43,20383.7
2010,Hispanic,No high school diploma,Male,55-64,131539.68,23564.97,83891.31
2010,Hispanic,No high school diploma,Male,65-74,124764.75,18851.98,106454.77
2010,Hispanic,No high school diploma,Male,<35,10250.76,6951.67,6138.68
2010,Hispanic,No high school diploma,Male,>=75,126897.38,,18969.8
2010,Hispanic,No high school diploma,Male,All,29385.52,20030.23,13926.9
2010,Hispanic,Some college or Associate degree,All,35-44,121830.91,33815.74,35748.06
2010,Hispanic,Some college or Associate degree,All,45-54,296070.33,131610.38,99562.01
2010,Hispanic,Some college or Associate degree,All,55-64,54906.39,58912.43,37114.83
2010,Hispanic,Some college or Associate degree,All,65-74,455746.59,106219.12,325196.63
2010,Hispanic,Some college or Associate degree,All,<35,19405.76,15317.23,9575.63
2010,Hispanic,Some college or Associate degree,All,>=75,,,
2010,Hispanic,Some college or Associate degree,All,All,109459.3,37821.78,16896.09
2010,Hispanic,Some college or Associate degree,Female,35-44,141391.02,23564.97,39848.37
2010,Hispanic,Some college or Associate degree,Female,45-54,101682.86,,101329.39
2010,Hispanic,Some college or Associate degree,Female,55-64,3534.75,,3534.75
2010,Hispanic,Some college or Associate degree,Female,65-74,,,
2010,Hispanic,Some college or Associate degree,Female,<35,11971.01,6244.72,5537.77
2010,Hispanic,Some college or Associate degree,Female,All,15558.77,15611.79,8618.89
2010,Hispanic,Some college or Associate degree,Male,35-44,116646.62,70694.92,27571.02
2010,Hispanic,Some college or Associate degree,Male,45-54,296152.8,130078.65,94849.02
2010,Hispanic,Some college or Associate degree,Male,55-64,227637.64,95320.32,132317.33
2010,Hispanic,Some college or Associate degree,Male,65-74,455746.59,96616.39,349409.64
2010,Hispanic,Some college or Associate degree,Male,<35,29102.74,26746.24,11723.57
2010,Hispanic,Some college or Associate degree,Male,>=75,,,
2010,Hispanic,Some college or Associate degree,Male,All,133377.75,75879.21,31176.46
2010,Other,All,All,35-44,136566.09,124069.59,32272.23
2010,Other,All,All,45-54,271468.49,166651.49,81534.81
2010,Other,All,All,55-64,243072.7,96616.39,140682.89
2010,Other,All,All,65-74,245547.02,48661.67,110755.38
2010,Other,All,All,<35,31812.71,21915.43,12277.35
2010,Other,All,All,>=75,178504.67,30634.47,137855.1
2010,Other,All,All,All,152936.68,81299.16,50311.22
2010,Other,All,Female,35-44,34404.86,17673.73,15376.15
2010,Other,All,Female,45-54,42416.95,23564.97,18062.55
2010,Other,All,Female,55-64,195518.59,90253.85,70341.45
